1604695054 0 168 0 0
1604781661 0 185 0 0
1604867024 0 809 0 0
1604942593 72 809 0 0
1604942635 87 809 0 0
1604942777 280 809 0 0
1604945080 335 809 0 0
1604955574 335 994 0 0
1604955586 335 994 0 0
1604956007 335 994 0 0
1604958069 375 994 0 0
1604982519 375 996 0 0
1605021165 407 996 0 0
1605021680 454 996 0 0
1605024231 455 996 0 0
1605024589 456 996 0 0
1605032063 456 996 0 0
1605032104 456 996 0 0
1605032128 456 996 0 0
1605032201 456 996 0 0
1605032258 516 996 0 0
1605032291 563 996 0 0
1605032316 635 996 0 0
1605032543 700 996 0 0
1605033329 701 996 0 0
1605033429 703 996 0 0
1605033902 708 996 0 0
1605033939 708 996 0 0
1605033980 708 996 0 0
1605034715 710 996 0 0
1605039325 710 996 0 0
1605039717 710 996 0 0
1605039966 710 1012 0 0
1605042124 744 1012 0 0
1605042153 799 1012 0 0
1605043369 845 1012 0 0
1605043695 886 1012 0 0
1605066285 886 1012 58 0
1605066335 886 1012 107 0
1605066407 886 1012 158 0
1605066451 886 1012 159 0
1605066490 886 1012 219 0
1605066517 886 1012 263 0
1605066777 886 1012 324 0
1605067070 886 1012 370 0
1605067105 886 1012 426 0
1605067182 886 1012 440 0
1605067253 886 1012 445 0
1605078433 886 1016 445 0
1605078609 886 1021 445 0
1605079454 886 1024 445 0
1605084592 886 1068 445 0
1605087579 886 1073 445 0
1605094989 886 1094 445 0
1605095934 887 1094 445 0
1605095983 888 1094 445 0
1605096022 889 1094 445 0
1605096074 890 1094 445 0
1605101509 890 1108 445 0
1605117379 890 1108 453 0
1605120573 890 1108 453 0
1605192463 890 1108 478 0
1605195331 890 1108 653 0
1605199688 890 1256 653 0
1605207587 890 1269 653 0
1605207626 890 1269 653 0
1605209989 890 1269 678 0
1605213037 890 1269 766 0
1605213392 906 1269 766 0
1605217554 935 1269 766 0
1605217605 953 1269 766 0
1605249410 1002 1269 766 0
1605281436 1002 1433 766 0
1605285063 1002 1478 766 0
1605285093 1002 1491 766 0
1605286349 1002 1502 766 0
1605286433 1002 1502 766 0
1605296770 1002 1502 766 0
1605296964 1003 1502 766 0
1605297465 1062 1502 766 0
1605298016 1063 1502 766 0
1605298249 1089 1502 766 0
1605298317 1118 1502 766 0
1605381002 1118 1527 766 0
1605381123 1118 1583 766 0
1605426326 1119 1583 766 0
1605426442 1120 1583 766 0
1605427333 1120 1583 766 0
1605441051 1126 1583 766 0
1605451200 1126 1648 766 0
1605451226 1126 1704 766 0
1605451261 1126 1708 766 0
1605451727 1126 1766 766 0
1605453556 1197 1766 766 0
1605453593 1215 1766 766 0
1605455270 1280 1766 766 0
1605460219 1280 1795 766 0
1605460363 1280 1795 766 0
1605462531 1282 1795 766 0
1605462691 1285 1795 766 0
1605462761 1287 1795 766 0
1605462894 1289 1795 766 0
1605462963 1291 1795 766 0
1605463015 1293 1795 766 0
1605463073 1295 1795 766 0
1605464371 1298 1795 766 0
1605464851 1302 1795 766 0
1605465160 1306 1795 766 0
1605466423 1306 1795 766 0
1605466781 1315 1795 766 0
1605467018 1316 1795 766 0
1605475684 1351 1795 766 0
1605476908 1401 1795 766 0
1605477170 1401 1795 784 0
1605479178 1401 1795 819 0
1605479547 1401 1795 835 0
1605479729 1401 1795 835 0
1605480501 1401 1795 837 0
1605481158 1401 1795 864 0
1605485864 1401 1795 878 0
1605488862 1401 1795 899 0
1605488925 1401 1795 1060 0
1605509350 1444 1795 1060 0
1605509604 1444 1809 1060 0
1605509838 1484 1809 1060 0
1605510786 1484 1809 1061 0
1605511579 1484 1809 1061 0
1605511775 1485 1809 1061 0
1605511926 1485 1809 1061 0
1605512190 1485 1814 1061 0
1605513086 1485 1818 1061 0
1605513435 1535 1818 1061 0
1605513466 1535 1824 1061 0
1605513493 1535 1824 1061 0
1605514172 1535 1926 1061 0
1605515199 1540 1926 1061 0
1605515311 1540 1928 1061 0
1605515317 1540 1928 1061 0
1605516453 1540 1955 1061 0
1605516948 1540 1957 1061 0
1605517282 1540 1958 1061 0
1605520070 1664 1958 1061 0
1605520842 1664 1961 1061 0
1605520867 1664 2026 1061 0
1605522193 1678 2026 1061 0
1605524617 1678 2028 1061 0
1605524992 1678 2031 1061 0
1605525325 1678 2045 1061 0
1605525626 1678 2045 1061 0
1605529005 1678 2045 1138 0
1605533463 1678 2045 1190 0
1605542801 1678 2045 1419 0
1605546246 1678 2062 1419 0
1605546631 1740 2062 1419 0
1605547443 1740 2062 1423 0
1605547526 1740 2062 1425 0
1605547612 1740 2062 1429 0
1605547676 1740 2062 1431 0
1605548303 1740 2064 1431 0
1605548334 1740 2388 1431 0
1605548348 1740 2388 1431 0
1605548819 1740 2410 1431 0
1605549065 1740 2504 1431 0
1605549181 1740 2504 1519 0
1605549461 1740 2509 1519 0
1605549586 1740 2510 1519 0
1605549751 1740 2576 1519 0
1605557351 1794 2576 1519 0
1605560893 1822 2576 1519 0
1605562503 1822 2576 1519 0
1605584974 1822 2745 1519 0
1605585298 1822 2833 1519 0
1605586496 1822 3041 1519 0
1605597363 1822 3041 1519 0
1605597744 1824 3041 1519 0
1605604024 1870 3041 1519 0
1605606272 1893 3041 1519 0
1605614097 1893 3041 1519 0
1605614122 1893 3041 1519 0
1605614155 1893 3041 1519 0
1605615152 1904 3041 1519 0
1605615306 1908 3041 1519 0
