1604695054 0 1 0 0
1604781661 0 2 0 0
1604867024 0 3 0 0
1604942593 1 3 0 0
1604942635 2 3 0 0
1604942777 3 3 0 0
1604945080 4 3 0 0
1604955574 4 4 0 0
1604955586 4 5 0 0
1604956007 4 5 0 1
1604958069 5 5 0 1
1604982519 5 6 0 1
1605021165 6 6 0 1
1605021680 7 6 0 1
1605024231 8 6 0 1
1605024589 9 6 0 1
1605032063 10 6 0 1
1605032104 11 6 0 1
1605032128 12 6 0 1
1605032201 13 6 0 1
1605032258 14 6 0 1
1605032291 15 6 0 1
1605032316 16 6 0 1
1605032543 17 6 0 1
1605033329 18 6 0 1
1605033429 19 6 0 1
1605033902 20 6 0 1
1605033939 21 6 0 1
1605033980 22 6 0 1
1605034715 23 6 0 1
1605039325 23 7 0 1
1605039717 23 8 0 1
1605039966 23 9 0 1
1605042124 24 9 0 1
1605042153 25 9 0 1
1605043369 26 9 0 1
1605043695 27 9 0 1
1605066285 27 9 1 1
1605066335 27 9 2 1
1605066407 27 9 3 1
1605066451 27 9 4 1
1605066490 27 9 5 1
1605066517 27 9 6 1
1605066777 27 9 7 1
1605067070 27 9 8 1
1605067105 27 9 9 1
1605067182 27 9 10 1
1605067253 27 9 11 1
1605078433 27 10 11 1
1605078609 27 11 11 1
1605079454 27 12 11 1
1605084592 27 13 11 1
1605087579 27 14 11 1
1605094989 27 15 11 1
1605095934 28 15 11 1
1605095983 29 15 11 1
1605096022 30 15 11 1
1605096074 31 15 11 1
1605101509 31 16 11 1
1605117379 31 16 12 1
1605120573 31 17 12 1
1605192463 31 17 13 1
1605195331 31 17 14 1
1605199688 31 18 14 1
1605207587 31 19 14 1
1605207626 31 20 14 1
1605209989 31 20 15 1
1605213037 31 20 16 1
1605213392 32 20 16 1
1605217554 33 20 16 1
1605217605 34 20 16 1
1605249410 35 20 16 1
1605281436 35 21 16 1
1605285063 35 22 16 1
1605285093 35 23 16 1
1605286349 35 24 16 1
1605286433 35 25 16 1
1605296770 36 25 16 1
1605296964 37 25 16 1
1605297465 38 25 16 1
1605298016 39 25 16 1
1605298249 40 25 16 1
1605298317 41 25 16 1
1605381002 41 26 16 1
1605381123 41 27 16 1
1605426326 42 27 16 1
1605426442 43 27 16 1
1605427333 44 27 16 1
1605441051 45 27 16 1
1605451200 45 28 16 1
1605451226 45 29 16 1
1605451261 45 30 16 1
1605451727 45 31 16 1
1605453556 46 31 16 1
1605453593 47 31 16 1
1605455270 48 31 16 1
1605460219 48 32 16 1
1605460363 48 32 16 2
1605462531 49 32 16 2
1605462691 50 32 16 2
1605462761 51 32 16 2
1605462894 52 32 16 2
1605462963 53 32 16 2
1605463015 54 32 16 2
1605463073 55 32 16 2
1605464371 56 32 16 2
1605464851 57 32 16 2
1605465160 58 32 16 2
1605466423 59 32 16 2
1605466781 60 32 16 2
1605467018 61 32 16 2
1605475684 62 32 16 2
1605476908 63 32 16 2
1605477170 63 32 17 2
1605479178 63 32 18 2
1605479547 63 32 19 2
1605479729 63 32 20 2
1605480501 63 32 21 2
1605481158 63 32 22 2
1605485864 63 32 23 2
1605488862 63 32 24 2
1605488925 63 32 25 2
1605509350 64 32 25 2
1605509604 64 33 25 2
1605509838 65 33 25 2
1605510786 65 33 26 2
1605511579 65 34 26 2
1605511775 66 34 26 2
1605511926 66 35 26 2
1605512190 66 36 26 2
1605513086 66 37 26 2
1605513435 67 37 26 2
1605513466 67 38 26 2
1605513493 67 39 26 2
1605514172 67 40 26 2
1605515199 68 40 26 2
1605515311 68 41 26 2
1605515317 68 42 26 2
1605516453 68 43 26 2
1605516948 68 44 26 2
1605517282 68 45 26 2
1605520070 69 45 26 2
1605520842 69 46 26 2
1605520867 69 47 26 2
1605522193 70 47 26 2
1605524617 70 48 26 2
1605524992 70 49 26 2
1605525325 70 50 26 2
1605525626 70 51 26 2
1605529005 70 51 27 2
1605533463 70 51 28 2
1605542801 70 51 29 2
1605546246 70 52 29 2
1605546631 71 52 29 2
1605547443 71 52 30 2
1605547526 71 52 31 2
1605547612 71 52 32 2
1605547676 71 52 33 2
1605548303 71 53 33 2
1605548334 71 54 33 2
1605548348 71 55 33 2
1605548819 71 56 33 2
1605549065 71 57 33 2
1605549181 71 57 34 2
1605549461 71 58 34 2
1605549586 71 59 34 2
1605549751 71 60 34 2
1605557351 72 60 34 2
1605560893 73 60 34 2
1605562503 74 60 34 2
1605584974 74 61 34 2
1605585298 74 62 34 2
1605586496 74 63 34 2
1605597363 75 63 34 2
1605597744 76 63 34 2
1605604024 77 63 34 2
1605606272 78 63 34 2
1605614097 79 63 34 2
1605614122 80 63 34 2
1605614155 81 63 34 2
1605615152 82 63 34 2
1605615306 83 63 34 2
